1563127265;100;80;1;0;100;529;0;0;255;180;PLAYING
1563127266;75;85;1;0;75;535;0;0;225;170;PLAYING
1563127267;50;90;1;0;50;541;0;0;195;160;PLAYING
1563127268;25;95;1;0;25;547;0;0;165;150;PLAYING
1563127269;0;100;1;0;0;553;0;0;135;140;PLAYING
1563127270;25;105;1;0;25;559;0;0;105;130;PLAYING
1563127271;50;110;1;0;50;565;0;0;75;120;PLAYING
1563127272;75;115;1;0;75;571;0;0;45;110;PLAYING
1563127273;100;120;1;0;100;577;0;0;15;100;PLAYING
1563127274;125;125;1;0;125;583;0;0;0;90;PLAYING
1563127275;150;130;1;0;150;550;0;0;15;80;PLAYING
1563127276;175;135;1;0;175;530;0;0;45;70;PLAYING
1563127277;200;140;1;0;200;527;0;0;75;60;PLAYING
1563127278;225;145;1;0;225;547;0;0;105;50;PLAYING
1563127279;250;150;1;0;250;544;0;0;135;40;PLAYING
1563127280;275;155;1;0;275;541;0;0;165;30;PLAYING
1563127281;300;160;1;0;300;538;0;0;195;20;PLAYING
1563127282;325;165;1;0;325;535;0;0;215;10;PLAYING
1563127283;350;170;1;0;350;532;1;0;230;0;PUCK
1563127284;375;160;1;0;375;529;1;0;225;10;PLAYING
1563127285;400;150;1;0;400;535;1;0;250;20;PLAYING
1563127286;425;140;1;0;425;541;1;0;275;30;PLAYING
1563127287;400;130;1;0;400;547;1;0;300;40;PLAYING
1563127288;375;120;1;0;375;553;1;0;325;50;PLAYING
1563127289;350;110;1;0;350;559;1;0;350;60;PLAYING
1563127290;325;100;1;0;325;565;1;0;375;70;PLAYING
1563127291;300;90;1;0;300;571;1;0;400;80;PLAYING
1563127292;275;115;1;0;275;577;1;0;425;90;PLAYING
1563127293;250;140;1;0;250;583;1;0;450;100;PLAYING
1563127294;225;165;1;0;225;550;1;0;425;110;PLAYING
1563127295;200;190;1;0;200;530;1;0;400;120;PLAYING
1563127296;175;215;1;0;175;527;1;0;375;130;PLAYING
1563127297;150;240;1;0;150;524;1;0;350;140;PLAYING
1563127298;125;265;1;0;125;521;1;0;325;150;PLAYING
1563127299;100;290;1;0;100;518;1;0;300;160;STOPPING
